,Movie Name,Audience Score,AUDIENCE SCORE reviews,Tomatometer Score,TOMATOMETER reviews,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),box office,Runtime,Distributor,MOVIE INFO
363,BLACK PANTHER: WAKANDA FOREVER,94%,"10,000+ Verified Ratings",84%,BLACK PANTHER: WAKANDA FOREVER,"Action, Adventure, Fantasy",English,Ryan Coogler,"Kevin Feige, Nate Moore","Ryan Coogler, Joe Robert Cole","Nov 11, 2022  Wide",,$367.5M,2h 41m,Walt Disney Pictures,"In Marvel Studios' ""Black Panther: Wakanda Forever,"" Queen Ramonda (Angela Bassett), Shuri (Letitia Wright), M'Baku (Winston Duke), Okoye (Danai Gurira) and the Dora Milaje (including Florence Kasumba) fight to protect their nation from intervening world powers in the wake of King T'Challa's death. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia (Lupita Nyong'o) and Everett Ross (Martin Freeman) and forge a new path for the kingdom of Wakanda."
364,STRANGE WORLD,65%,500+ Verified Ratings,75%,STRANGE WORLD,"Kids & Family, Comedy, Adventure, Fantasy, Animation, Action",English,"Don Hall, Qui Nguyen",Roy Conli,Qui Nguyen,"Nov 23, 2022  Wide",,$18.9M,1h 42m,Walt Disney Pictures,"Walt Disney Animation Studios' original action-packed adventure ""Strange World"" introduces a legendary family of explorers, the Clades, as they attempt to navigate an uncharted, treacherous land alongside a motley crew that includes a mischievous blob, a three-legged dog and a slew of ravenous creatures."
365,DEVOTION,92%,500+ Verified Ratings,82%,DEVOTION,"War, History, Drama, Action",English,"J.D. Dillard, Erik Messerschmidt, Billy Fox, Deirdra Elizabeth Govan","Thad Luckinbill, Trent Luckinbill, Molly Smith, Rachel Smith","Jonathan C. Stewart, Jake Crane, Jonathan A. H. Stewart","Nov 23, 2022  Wide",,$9.0M,2h 19m,Columbia Pictures,"Devotion, an aerial war epic based on the bestselling book of the same name, tells the harrowing true story of two elite US Navy fighter pilots during the Korean War. Their heroic sacrifices would ultimately make them the Navy's most celebrated wingmen."
366,THE MENU,78%,"1,000+ Verified Ratings",89%,THE MENU,"Horror, Mystery & Thriller, Comedy",English,Mark Mylod,"Adam McKay, Betsy Koch, Will Ferrell","Seth Reiss, Will Tracy","Nov 18, 2022  Wide",,$18.9M,1h 47m,Searchlight Pictures,"A couple (Anya Taylor-Joy and Nicholas Hoult) travels to a coastal island to eat at an exclusive restaurant where the chef (Ralph Fiennes) has prepared a lavish menu, with some shocking surprises."
367,BLACK ADAM,89%,"5,000+ Verified Ratings",39%,BLACK ADAM,"Action, Adventure, Fantasy",English,Jaume Collet-Serra,"Beau Flynn, Hiram Garcia, Dwayne Johnson, Dany Garcia","Adam Sztykiel, Rory Haines, Sohrab Noshirvani","Oct 21, 2022  Wide","Nov 22, 2022",$162.8M,2h 5m,Warner Bros. Pictures,"Nearly 5,000 years after he was bestowed with the almighty powers of the ancient gods--and imprisoned just as quickly--Black Adam (Dwayne Johnson) is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world."
368,THE FABELMANS,82%,500+ Verified Ratings,91%,THE FABELMANS,Drama,English,Steven Spielberg,"Kristie Macosko Krieger, Steven Spielberg, Tony Kushner","Steven Spielberg, Tony Kushner","Nov 23, 2022  Wide",,$3.5M,2h 31m,Universal Pictures,"Young Sammy Fabelman falls in love with movies after his parents take him to see ""The Greatest Show on Earth."" Armed with a camera, Sammy starts to make his own films at home, much to the delight of his supportive mother."
369,BONES AND ALL,62%,100+ Verified Ratings,83%,BONES AND ALL,"Mystery & Thriller, Romance, Drama",English,Luca Guadagnino,"Luca Guadagnino, Theresa Park, Marco Morabito, David Kajganich, Francesco Melzi d'Eril, Lorenzo Mieli, Gabriele Moratti, Peter Spears, Timothée Chalamet",David Kajganich,"Nov 23, 2022  Wide",,$3.8M,2h 10m,United Artists Releasing,"BONES AND ALL is a story of first love between Maren, a young woman learning how to survive on the margins of society, and Lee, an intense and disenfranchised drifter; a liberating road odyssey of two young people coming into their own, searching for identity and chasing beauty in a perilous world that cannot abide who they are."
370,TICKET TO PARADISE,87%,"2,500+ Verified Ratings",57%,TICKET TO PARADISE,"Romance, Comedy",English,Ol Parker,"Tim Bevan, Eric Fellner, Sarah Harvey, Deborah Balderstone","Ol Parker, Daniel Pipski","Oct 21, 2022  Wide","Dec 9, 2022",$65.1M,1h 44m,Universal Pictures,"Academy Award® winners George Clooney and Julia Roberts reunite on the big screen as exes who find themselves on a shared mission to stop their lovestruck daughter from making the same mistake they once made. From Working Title, Smokehouse Pictures and Red Om Films, Ticket to Paradise is a romantic comedy about the sweet surprise of second chances."
371,SHE SAID,91%,250+ Verified Ratings,87%,SHE SAID,Drama,English,Maria Schrader,"Dede Gardner, Jeremy Kleiner",Rebecca Lenkiewicz,"Nov 18, 2022  Wide",,$4.3M,2h 9m,Universal Pictures,"Two-time Academy Award® nominee Carey Mulligan (Promising Young Woman, An Education) and Zoe Kazan (The Plot Against America limited series, The Big Sick) star as New York Times reporters Megan Twohey and Jodi Kantor, who together broke one of the most important stories in a generation--a story that helped propel the #Metoo movement, shattered decades of silence around the subject of sexual assault in Hollywood and altered American culture forever."
372,"LYLE, LYLE, CROCODILE",93%,"1,000+ Verified Ratings",73%,"LYLE, LYLE, CROCODILE","Kids & Family, Musical, Comedy, Animation",English,"Will Speck, Josh Gordon","Hutch Parker, Will Speck, Josh Gordon",Will Davies,"Oct 7, 2022  Wide",,$45.2M,1h 46m,Columbia Pictures,"When the Primm family (Constance Wu, Scoot McNairy, Winslow Fegley) moves to New York City, their young son Josh struggles to adapt to his new school and new friends. All of that changes when he discovers Lyle - a singing crocodile (Shawn Mendes) who loves baths, caviar and great music-living in the attic of his new home. The two become fast friends, but when Lyle's existence is threatened by evil neighbor Mr. Grumps (Brett Gelman), the Primm's must band together with Lyle's charismatic owner, Hector P. Valenti (Javier Bardem), to show the world that family can come from the most unexpected places and there's nothing wrong with a big singing crocodile with an even bigger personality."
373,SMILE,77%,"2,500+ Verified Ratings",79%,SMILE,"Horror, Mystery & Thriller",English,Parker Finn,"Marty Bowen, Wyck Godfrey, Isaac Klausner, Robert Salerno",Parker Finn,"Sep 30, 2022  Wide","Nov 15, 2022",$105.5M,1h 56m,Paramount Pictures,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter (Sosie Bacon) starts experiencing frightening occurrences that she can't explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality."
374,PREY FOR THE DEVIL,69%,250+ Verified Ratings,16%,PREY FOR THE DEVIL,"Horror, Mystery & Thriller",English,Daniel Stamm,"Paul Brooks, Todd R. Jones, Earl Richey Jones, Jessica Malanaphy","Robert Zappia, Earl Richey Jones, Todd R. Jones","Oct 28, 2022  Wide",,$19.1M,1h 33m,Lionsgate,"Sister Ann (Jacqueline Byers) believes she is answering a calling to be the first female exorcist... but who, or what, called her? In response to a global rise in demonic possessions, Ann seeks out a place at an exorcism school reopened by the Catholic Church. Until now these schools have only trained priests in the Rite of Exorcism -- but a professor (Colin Salmon) recognizes Sister Ann's gifts and agrees to train her. Thrust onto the spiritual frontline with fellow student Father Dante (Christian Navarro), Sister Ann finds herself in a battle for the soul of a young girl, who Sister Ann believes is possessed by the same demon that tormented her own mother years ago. Determined to root out the evil, Ann soon realizes the Devil has her right where he wants her."
375,THE BANSHEES OF INISHERIN,76%,500+ Verified Ratings,97%,THE BANSHEES OF INISHERIN,Comedy,English,Martin McDonagh,"Graham Broadbent, Peter Czernin, Martin McDonagh",Martin McDonagh,"Nov 4, 2022  Wide","Dec 13, 2022",$7.9M,1h 49m,Searchlight Pictures,"Set on a remote island off the west coast of Ireland, THE BANSHEES OF INISHERIN follows lifelong friends Pádraic and Colm, who find themselves at an impasse when Colm unexpectedly puts an end to their friendship. A stunned Pádraic, aided by his sister Siobhán and troubled young islander Dominic, endeavours to repair the relationship, refusing to take no for an answer. But Pádraic's repeated efforts only strengthen his former friend’s resolve and when Colm delivers a desperate ultimatum, events swiftly escalate, with shocking consequences."
376,ONE PIECE FILM RED,95%,"1,000+ Verified Ratings",94%,ONE PIECE FILM RED,"Action, Adventure, Anime",Japanese,Goro Taniguchi,Eiichiro Oda,"Eiichiro Oda, Tsutomu Kuroiwa","Nov 4, 2022  Wide",,$8.6M,1h 55m,Crunchyroll,"Uta -- the most beloved singer in the world. Renowned for concealing her own identity when performing, her voice has come to be described as ""otherworldly."" Now, for the first time ever, Uta will reveal herself to the world at a live concert. As the venue fills with all kinds of Uta fans -- excited pirates, the Navy watching closely, and the Straw Hats led by Luffy who simply came to enjoy her sonorous performance -- the voice that the whole world has been waiting for is about to resound. The story begins with the shocking fact that she is Shanks' daughter."
377,THE WOMAN KING,99%,"5,000+ Verified Ratings",94%,THE WOMAN KING,"Action, Adventure, History, Drama, War",English,Gina Prince-Bythewood,"Cathy Schulman, Viola Davis, Julius Tennon, Maria Bello",Dana Stevens,"Sep 16, 2022  Wide",,$67.0M,2h 15m,TriStar Pictures,"The Woman King is the remarkable story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen. Inspired by true events, The Woman King follows the emotionally epic journey of General Nanisca (Oscar®-winner Viola Davis) as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life. Some things are worth fighting for...."
378,TRIANGLE OF SADNESS,73%,500+ Ratings,69%,TRIANGLE OF SADNESS,Comedy,English,Ruben Östlund,"Philippe Bober, Erik Hemmendorff",Ruben Östlund,"Oct 7, 2022  Limited",,$4.0M,2h 29m,NEON,"In Ruben Östlund's wickedly funny Palme d'Or winner, social hierarchy is turned upside down, revealing the tawdry relationship between power and beauty. Celebrity model couple, Carl (Harris Dickinson) and Yaya (Charlbi Dean), are invited on a luxury cruise for the uber-rich, helmed by an unhinged boat captain (Woody Harrelson). What first appeared instagrammable ends catastrophically, leaving the survivors stranded on a desert island and fighting for survival."
379,TÁR,72%,250+ Verified Ratings,90%,TÁR,"Drama, Music",English,Todd Field,"Todd Field, Alexandra Milchan, Scott Lambert",Todd Field,"Oct 28, 2022  Wide",,$5.1M,2h 38m,Focus Features,"From writer-producer-director Todd Field comes TÁR, starring Cate Blanchett as Lydia Tár, the groundbreaking conductor of a major German Orchestra. We meet Tár at the height of her career, as she's preparing both a book launch and much-anticipated live performance of Mahler's Fifth Symphony. Over the ensuing weeks her life begins to unravel in a singularly modern way. The result is a searing examination of power, and its impact and durability in today's society."
380,TILL,97%,500+ Verified Ratings,98%,TILL,Drama,English,Chinonye Chukwu,"Keith Beauchamp, Barbara Broccoli, Whoopi Goldberg, Thomas Levine, Michael Reilly, Frederick Zollo","Michael Reilly, Keith Beauchamp, Chinonye Chukwu","Oct 28, 2022  Wide",,$8.7M,2h 10m,United Artists Releasing,"Till is a profoundly emotional and cinematic film about the true story of Mamie Till Mobley's relentless pursuit of justice for her 14 year old son, Emmett Till, who, in 1955, was brutally lynched while visiting his cousins in Mississippi. In Mamie's poignant journey of grief turned to action, we see the universal power of a mother's ability to change the world."
381,MINIONS: THE RISE OF GRU,89%,"10,000+ Verified Ratings",70%,MINIONS: THE RISE OF GRU,"Kids & Family, Comedy, Adventure, Animation",English,Kyle Balda,"Christopher Meledandri, Janet Healy, Chris Renaud",Matthew Fogel,"Jul 1, 2022  Wide","Sep 23, 2022",$369.5M,1h 27m,Universal Pictures,"In the heart of the 1970s, amid a flurry of feathered hair and flared jeans, Gru (Oscar® nominee Steve Carell) is growing up in the suburbs. A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them. Luckily, he gets some mayhem-making backup from his loyal followers, the Minions. Together, Kevin, Stuart, Bob, and Otto--a new Minion sporting braces and a desperate need to please--deploy their skills as they and Gru build their first lair, experiment with their first weapons and pull off their first missions. When the Vicious 6 oust their leader, legendary fighter Wild Knuckles (Oscar® winner Alan Arkin), Gru interviews to become their newest member. It doesn't go well (to say the least), and only gets worse after Gru outsmarts them and suddenly finds himself the mortal enemy of the apex of evil. On the run, Gru will turn to an unlikely source for guidance, Wild Knuckles himself, and discover that even bad guys need a little help from their friends."
